name,rank,net_worth,age,gender,country,state,city,category,self_made,title,source,position_change,cpi_country,cpi_change_country,gdp_country,gdp_change_country,gross_primary_enrlmt_country,gross_tertiary_enrlmt_country,life_expectancy_country,population_country,unemployment_rate_country,latitude_country,longitude_country
Huang Shilin,115,15200,56,M,China,NA,Ningde,Automotive,TRUE,NA,Batteries,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Dhanin Chearavanont,116,14900,83,M,Thailand,NA,Bangkok,Diversified,FALSE,NA,Diversified,U,120.5986887,6.909368700000002,495645000000,-10611000000,105.1011071,105.1011071,79.68,71735329,0.94,15.870032,100.992541
David Green & family,116,14900,81,M,United States,Oklahoma,Oklahoma City,Fashion & Retail,TRUE,CEO,Retail,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Charoen Sirivadhanabhakdi,118,14800,78,M,Thailand,NA,Bangkok,Food & Beverage,TRUE,NA,"Alcohol, real estate",U,120.5986887,6.909368700000002,495645000000,-10611000000,105.1011071,105.1011071,79.68,71735329,0.94,15.870032,100.992541
Charlene de Carvalho-Heineken & family,119,14700,68,F,United Kingdom,NA,London,Food & Beverage,FALSE,NA,Heineken,D,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Xu Hang,120,14600,60,M,China,NA,Shenzhen,Healthcare,TRUE,NA,Medical devices,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Wei Jianjun & family,121,14500,59,M,China,NA,Baoding,Automotive,TRUE,NA,Automobiles,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Alisher Usmanov,122,14400,69,M,Uzbekistan,NA,Tashkent,Metals & Mining,TRUE,Founder,"Steel, telecom, investments",U,395.6566287,40.63774649999999,90095926567,12755866564,93.90997803,93.90997803,71.674,34938955,4.49,41.377491,64.585262
Goh Cheng Liang,123,14300,95,M,Singapore,NA,Singapore,Manufacturing,TRUE,NA,Paints,U,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Kumar Birla,124,14200,55,M,India,NA,Mumbai,Diversified,FALSE,NA,Commodities,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Aliko Dangote,124,14200,65,M,Nigeria,NA,Lagos,Manufacturing,TRUE,CEO,"Cement, sugar",U,421.0711203,66.774878,477403000000,36569000000,NA,NA,53.633,223150896,3.821,9.081999,8.675277
Kwong Siu-hing,126,14100,93,F,Hong Kong,NA,Hong Kong,Real Estate,FALSE,NA,Real estate,U,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
Idan Ofer,127,14000,67,M,United Kingdom,NA,London,Diversified,FALSE,NA,Shipping,U,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Chen Bang,128,13900,57,M,China,NA,Changsha,Healthcare,TRUE,NA,Hospitals,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Lui Che Woo,128,13900,94,M,Hong Kong,NA,Hong Kong,Gambling & Casinos,TRUE,NA,Casinos/hotels,U,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
John Fredriksen,130,13700,78,M,United Kingdom,NA,London,Logistics,TRUE,Investor,Shipping,U,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Diane Hendricks,130,13700,76,F,United States,Wisconsin,Afton,Construction & Engineering,TRUE,Cofounder,Building supplies,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Jan Koum,130,13700,47,M,United States,California,Atherton,Technology,TRUE,"CEO, cofounder",WhatsApp,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Jerry Jones,133,13300,80,M,United States,Texas,Dallas,Sports,TRUE,President and General Manager,Dallas Cowboys,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
George Kaiser,133,13300,80,M,United States,Oklahoma,Tulsa,Energy,FALSE,Chairman,"Oil & gas, banking",U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Joseph Lau,133,13300,71,M,Hong Kong,NA,Hong Kong,Real Estate,TRUE,NA,Real estate,D,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
Lu Xiangyang,136,13200,60,M,China,NA,Guangzhou,Automotive,TRUE,NA,"Automobiles, batteries",D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Harry Triguboff,137,13100,90,M,Australia,NA,Sydney,Real Estate,TRUE,NA,Real estate,U,132.4661811,8.194588999999993,1690860000000,134120000000,99.13298798,99.13298798,83.2,26014399,3.728,-25.274398,133.775136
Uday Kotak,138,12900,64,M,India,NA,Mumbai,Finance & Investments,TRUE,NA,Banking,D,205.2662411,12.88751640000001,3353470000000,186200000000,111.0844556,111.0844556,67.744,1425423212,4.822,20.593684,78.96288
Stanley Kroenke,138,12900,75,M,United States,Texas,Electra,Sports,TRUE,NA,"Sports, real estate",U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Mikhail Fridman,140,12600,58,M,United Kingdom,NA,London,Energy,TRUE,NA,"Oil, banking, telecom",U,133.6600703,9.811355700000007,3114040000000,-29280000000,102.4061279,102.4061279,82.05853659,67791000,3.73,55.378051,-3.435973
Sarath Ratanavadi,141,12300,57,M,Thailand,NA,Bangkok,Energy,TRUE,NA,Energy,U,120.5986887,6.909368700000002,495645000000,-10611000000,105.1011071,105.1011071,79.68,71735329,0.94,15.870032,100.992541
Dang Yanbao,142,12200,50,M,China,NA,Yinchuan,Metals & Mining,TRUE,NA,Coal,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Jiang Rensheng & family,142,12200,69,M,China,NA,Chongqing,Healthcare,TRUE,NA,Vaccines,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Shahid Khan,144,12100,72,M,United States,Florida,Naples,Automotive,TRUE,NA,Auto parts,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Laurene Powell Jobs & family,145,12000,59,F,United States,California,Palo Alto,Technology,FALSE,"Investor, Philanthropist","Apple, Disney",D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Robert Kuok,146,11800,99,M,Hong Kong,NA,Hong Kong,Diversified,TRUE,NA,"Palm oil, shipping, property",U,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
Stephen Ross,147,11600,82,M,United States,New York,New York,Real Estate,TRUE,NA,Real estate,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Pavel Durov,148,11500,38,M,United Arab Emirates,NA,Dubai,Technology,TRUE,NA,Messaging app,D,118.2894452,5.944428799999997,502732000000,87553000000,NA,NA,79.196,10074977,2.872,23.424076,53.847818
Andreas Struengmann & family,148,11500,73,M,Germany,NA,Tegernsee,Healthcare,TRUE,NA,Pharmaceuticals,D,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Thomas Struengmann & family,148,11500,73,M,Germany,NA,Tegernsee,Healthcare,TRUE,NA,Pharmaceuticals,D,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Liu Hanyuan,151,11400,59,M,China,NA,Chengdu,Food & Beverage,TRUE,NA,Agribusiness,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Michael Rubin,151,11400,50,M,United States,Pennsylvania,Bryn Mawr,Fashion & Retail,TRUE,CEO,Online retail,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Israel Englander,153,11300,74,M,United States,New York,New York,Finance & Investments,TRUE,Founder,Hedge funds,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Viatcheslav Kantor,153,11300,69,M,Israel,NA,Herzliya,Manufacturing,TRUE,NA,"Fertilizer, real estate",U,113.9397968,4.795366099999995,525000000000,35292000000,96.31256866,96.31256866,82.7,9557500,3.695,31.046051,34.851612
Anthony Pratt,153,11300,62,M,Australia,NA,Melbourne,Manufacturing,FALSE,NA,Manufacturing,D,132.4661811,8.194588999999993,1690860000000,134120000000,99.13298798,99.13298798,83.2,26014399,3.728,-25.274398,133.775136
Mikhail Prokhorov,153,11300,57,M,Switzerland,NA,Frauenfeld,Finance & Investments,TRUE,NA,Investments,U,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
Giorgio Armani,157,11100,88,M,Italy,NA,Milan,Fashion & Retail,TRUE,NA,Luxury goods,U,121.7710848,9.229834299999993,2103000000000,-76210000000,101.564537,101.564537,82.9,59013667,8.069,41.87194,12.56738
Johann Rupert & family,157,11100,72,M,South Africa,NA,Cape Town,Fashion & Retail,FALSE,NA,Luxury goods,U,183.6827445,12.080340200000023,406920000000,-13967000000,96.10272217,96.10272217,61.48,62378410,33.268,-30.559482,22.937506
Gong Hongjia & family,159,11000,58,M,Hong Kong,NA,Hong Kong,Finance & Investments,TRUE,NA,Video surveillance,D,139.6823609,2.579409799999979,358681000000,-10273000000,101.0810394,101.0810394,83.66097561,7346100,4.318,22.396428,114.109497
Zhang Zhidong,159,11000,51,M,China,NA,Shenzhen,Technology,TRUE,NA,Internet media,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Philip Anschutz,161,10900,83,M,United States,Colorado,Denver,Finance & Investments,FALSE,NA,"Energy, sports, entertainment",E,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Judy Love & family,161,10900,85,F,United States,Oklahoma,Oklahoma City,Fashion & Retail,TRUE,Chairman and CEO,Gas stations,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Ricardo Salinas Pliego & family,161,10900,67,M,Mexico,NA,Mexico City,Fashion & Retail,FALSE,NA,"Retail, media",D,166.8903693,12.213697200000013,1464310000000,147740000000,102.0047836,102.0047836,74.832,128613117,3.256,23.634501,-102.552784
Donald Newhouse,164,10700,93,M,United States,New York,New York,Media & Entertainment,FALSE,NA,Media,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Robert Kraft,165,10600,81,M,United States,Massachusetts,Brookline,Sports,TRUE,Chairman & CEO,"Manufacturing, New England Patriots",U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Marcel Herrmann Telles,165,10600,73,M,Brazil,NA,Sao Paulo,Food & Beverage,TRUE,NA,Beer,U,204.4821206,17.36469550000001,1951920000000,281270000000,103.9703217,103.9703217,73.425,210306415,9.231,-14.235004,-51.92528
Suleiman Kerimov & family,167,10500,57,M,Russia,NA,Moscow,Finance & Investments,TRUE,NA,Gold,U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Sky Xu,167,10500,39,M,China,NA,Guangzhou,Fashion & Retail,TRUE,NA,E-commerce,U,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Changpeng Zhao,167,10500,45,M,United Arab Emirates,NA,Dubai,Finance & Investments,TRUE,NA,Cryptocurrency exchange,D,118.2894452,5.944428799999997,502732000000,87553000000,NA,NA,79.196,10074977,2.872,23.424076,53.847818
Andrew Beal,170,10300,70,M,United States,Texas,Dallas,Finance & Investments,TRUE,NA,"Banks, real estate",U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Mike Cannon-Brookes,171,10200,43,M,Australia,NA,Sydney,Technology,TRUE,NA,Software,D,132.4661811,8.194588999999993,1690860000000,134120000000,99.13298798,99.13298798,83.2,26014399,3.728,-25.274398,133.775136
Carl Cook,171,10200,60,M,United States,Indiana,Bloomington,Healthcare,FALSE,NA,Medical devices,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
David Duffield,171,10200,82,M,United States,Nevada,Incline Village,Technology,TRUE,Chairman and Cofounder,Business software,D,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Jeffery Hildebrand,171,10200,64,M,United States,Texas,Houston,Energy,TRUE,NA,Oil,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Viktor Rashnikov,171,10200,74,M,Russia,NA,Magnitogorsk,Manufacturing,TRUE,NA,Steel,U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Eduardo Saverin,171,10200,41,M,Singapore,NA,Singapore,Technology,TRUE,Investor,Facebook,D,123.9809781,7.151219600000005,498475000000,64363000000,99.57804108,99.57804108,82.89512195,5637022,3.591,1.352083,103.819836
Georg Schaeffler,171,10200,58,M,Germany,NA,Herzogenaurach,Automotive,FALSE,NA,Auto parts,U,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Christy Walton,171,10200,74,F,United States,Wyoming,Jackson,Fashion & Retail,FALSE,NA,Walmart,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Scott Farquhar,179,10100,43,M,Australia,NA,Sydney,Technology,TRUE,NA,Software,D,132.4661811,8.194588999999993,1690860000000,134120000000,99.13298798,99.13298798,83.2,26014399,3.728,-25.274398,133.775136
Quek Leng Chan,179,10100,81,M,Malaysia,NA,Kuala Lumpur,Diversified,FALSE,NA,"Banking, property",D,127.2121313,4.157640399999991,407606000000,33821000000,97.75549313,97.75549313,76.26,34695493,3.93,4.210484,101.975766
Wu Yajun,179,10100,59,F,China,NA,Beijing,Real Estate,TRUE,NA,Real estate,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Autry Stephens,182,10000,85,M,United States,Texas,Midland,Energy,TRUE,NA,Oil,U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Liu Yongxing,183,9900,74,M,China,NA,Shanghai,Service,TRUE,Chairman,Diversified,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Vinod Adani,184,9800,74,M,United Arab Emirates,NA,Dubai,Diversified,TRUE,NA,"Infrastructure, commodities",Split Family Fortune,118.2894452,5.944428799999997,502732000000,87553000000,NA,NA,79.196,10074977,2.872,23.424076,53.847818
Nicolas Puech,184,9800,80,M,Switzerland,NA,Martigny,Fashion & Retail,FALSE,NA,Hermes,U,102.2172818,2.817997550000001,818427000000,5018000000,101.3630676,101.3630676,83.45365854,8777088,4.122,46.818188,8.227512
"Jacques Saadé, Jr.",184,9800,51,M,France,NA,Marseille,Logistics,FALSE,NA,Shipping,Split Family Fortune,118.2582836,5.869362499999994,2796300000000,-170130000000,102.7205811,102.7205811,82.22926829,68065015,7.308,46.227638,2.213749
Rodolphe Saadé,184,9800,53,M,France,NA,Marseille,Logistics,FALSE,Chairman and CEO,Shipping,Split Family Fortune,118.2582836,5.869362499999994,2796300000000,-170130000000,102.7205811,102.7205811,82.22926829,68065015,7.308,46.227638,2.213749
Tanya Saadé Zeenny,184,9800,55,F,France,NA,Marseille,Logistics,FALSE,NA,Shipping,Split Family Fortune,118.2582836,5.869362499999994,2796300000000,-170130000000,102.7205811,102.7205811,82.22926829,68065015,7.308,46.227638,2.213749
Melker Schorling & family,184,9800,75,M,Sweden,NA,Stockholm,Finance & Investments,TRUE,NA,Investments,D,122.9571834,9.495904600000003,579896000000,-57291000000,116.4253922,116.4253922,83.1097561,10486941,7.392,60.128161,18.643501
Andrei Guriev & family,190,9700,63,M,Russia,NA,Moscow,Manufacturing,TRUE,NA,Fertilizers,U,NA,NA,2266030000000,422640000000,101.1360703,101.1360703,72.54560976,144236933,3.867,61.52401,105.318756
Michael Kim,190,9700,59,M,South Korea,NA,Seoul,Finance & Investments,TRUE,NA,Private equity,U,124.7095918,6.039719399999996,1673920000000,-144510000000,99.03336334,99.03336334,82.6804878,51672569,2.857,35.907757,127.766922
Lei Jun,190,9700,53,M,China,NA,Beijing,Technology,TRUE,Founder and CEO,Smartphones,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Friedhelm Loh,190,9700,76,M,Germany,NA,Haiger,Manufacturing,FALSE,NA,Manufacturing,U,124.4897444,8.005468500000006,4163600000000,-184700000000,100.218132,100.218132,80.70560976,83797985,3.12,51.165691,10.451526
Sun Piaoyang,190,9700,64,M,China,NA,Lianyungang,Healthcare,TRUE,NA,Pharmaceuticals,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Rick Cohen & family,195,9600,70,M,United States,New Hampshire,Keene,Technology,FALSE,Entrepreneur,Warehouse automation,N,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Jin Baofang,195,9600,70,M,China,NA,Xingtai,Energy,TRUE,NA,Solar panels,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Luo Liguo & family,195,9600,67,M,China,NA,Ningbo,Manufacturing,TRUE,NA,Chemicals,D,131.9193567,2.5531401000000074,17881800000000,61300000000,100.17173,100.17173,78.587,1412175000,4.98,35.86166,104.195397
Marijke Mars,195,9600,58,F,United States,California,Los Angeles,Food & Beverage,FALSE,NA,"Candy, pet food",U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Pamela Mars,195,9600,62,F,United States,Virginia,Alexandria,Food & Beverage,FALSE,NA,"Candy, pet food",U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Valerie Mars,195,9600,64,F,United States,New York,New York,Food & Beverage,FALSE,NA,"Candy, pet food",U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Victoria Mars,195,9600,66,F,United States,Pennsylvania,Philadelphia,Food & Beverage,FALSE,NA,"Candy, pet food",U,134.2112062,9.944792399999997,26006900000000,2325700000000,96.97173309,96.97173309,77.43414634,333271411,3.65,37.09024,-95.712891
Vincent Bolloré & family,202,9500,71,M,France,NA,Paris,Finance & Investments,FALSE,NA,Investments,U,118.2582836,5.869362499999994,2796300000000,-170130000000,102.7205811,102.7205811,82.22926829,68065015,7.308,46.227638,2.213749
